poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91309,505,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,538|NytSiena,FALSE,,456,2018,U.S. House,19,District 19,11/6/18,general,FALSE,FALSE,DEM,Delgado,11228,Antonio Delgado,43.28
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91309,505,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,538|NytSiena,FALSE,,456,2018,U.S. House,19,District 19,11/6/18,general,FALSE,FALSE,REP,Faso,11229,John J. Faso,41.6
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91310,505,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,NytSiena,FALSE,,456,2018,U.S. House,19,District 19,11/6/18,general,FALSE,FALSE,DEM,Delgado,11228,Antonio Delgado,39.44
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91310,505,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny19-3.html,NytSiena,FALSE,,456,2018,U.S. House,19,District 19,11/6/18,general,FALSE,FALSE,REP,Faso,11229,John J. Faso,38.45
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91311,506,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,538|NytSiena,FALSE,,459,2018,U.S. House,22,District 22,11/6/18,general,FALSE,FALSE,DEM,Brindisi,11234,Anthony J. Brindisi,44.95
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91311,506,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,538|NytSiena,FALSE,,459,2018,U.S. House,22,District 22,11/6/18,general,FALSE,FALSE,REP,Tenney,11235,Claudia Tenney,45.88
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91312,506,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,NytSiena,FALSE,,459,2018,U.S. House,22,District 22,11/6/18,general,FALSE,FALSE,DEM,Brindisi,11234,Anthony J. Brindisi,40.09
56693,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,New York,11/1/18,11/4/18,,,,91312,506,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny22-3.html,NytSiena,FALSE,,459,2018,U.S. House,22,District 22,11/6/18,general,FALSE,FALSE,REP,Tenney,11235,Claudia Tenney,45.94
56708,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Kentucky,11/1/18,11/4/18,,,,91345,438,lv,,lv,,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,538|NytSiena,FALSE,,339,2018,U.S. House,6,District 6,11/6/18,general,FALSE,FALSE,DEM,McGrath,11173,Amy McGrath,44.01
56708,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Kentucky,11/1/18,11/4/18,,,,91345,438,lv,,lv,,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,538|NytSiena,FALSE,,339,2018,U.S. House,6,District 6,11/6/18,general,FALSE,FALSE,REP,Barr,11174,Andy Barr,44.4
56708,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Kentucky,11/1/18,11/4/18,,,,91346,438,rv,,rv,,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,NytSiena,FALSE,,339,2018,U.S. House,6,District 6,11/6/18,general,FALSE,FALSE,DEM,McGrath,11173,Amy McGrath,38.41
56708,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Kentucky,11/1/18,11/4/18,,,,91346,438,rv,,rv,,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ky06-3.html,NytSiena,FALSE,,339,2018,U.S. House,6,District 6,11/6/18,general,FALSE,FALSE,REP,Barr,11174,Andy Barr,47.29
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91453,309,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,417,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,DEM,Pappas,13159,Chris Pappas,53
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91453,309,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,417,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,REP,Edwards,13160,Eddie Edwards,40
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91453,309,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,417,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,LIB,Belforti,13197,Dan Belforti,3
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91454,321,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,418,2018,U.S. House,2,District 2,11/6/18,general,FALSE,FALSE,DEM,Kuster,11859,Ann McLane Kuster,56
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91454,321,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,418,2018,U.S. House,2,District 2,11/6/18,general,FALSE,FALSE,REP,Negron,13161,Steven Negron,35
56759,525,U. New Hampshire,,,University of New Hampshire,357,University of New Hampshire,B-,Live Phone,New Hampshire,11/1/18,11/4/18,,,,91454,321,lv,,lv,,11/5/18 0:09,,https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2018_fall_nhelec110418.pdf,538,FALSE,,418,2018,U.S. House,2,District 2,11/6/18,general,FALSE,FALSE,LIB,O'Donnell,13198,Justin F. O'Donnell,2
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91494,238,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,434,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,DEM,Titus,11879,Dina Titus,58.3
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91494,238,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,434,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,REP,Bentley,11880,Joyce Bentley,28.3
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91495,365,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,435,2018,U.S. House,2,District 2,11/6/18,general,FALSE,FALSE,DEM,Koble,11881,Clint Koble,36.9
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91495,365,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,435,2018,U.S. House,2,District 2,11/6/18,general,FALSE,FALSE,REP,Amodei,11882,Mark E. Amodei,57.5
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91496,332,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,436,2018,U.S. House,3,District 3,11/6/18,general,FALSE,FALSE,DEM,Lee,11883,Susie Lee,50.6
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91496,332,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,436,2018,U.S. House,3,District 3,11/6/18,general,FALSE,FALSE,REP,Tarkanian,11884,Danny Tarkanian,41.4
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91497,263,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,437,2018,U.S. House,4,District 4,11/6/18,general,FALSE,FALSE,DEM,Horsford,11885,Steven A. Horsford,48
56778,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,Nevada,11/1/18,11/4/18,,,,91497,263,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,437,2018,U.S. House,4,District 4,11/6/18,general,FALSE,FALSE,REP,Hardy,11886,Cresent Hardy,44.2
56781,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,South Dakota,11/1/18,11/4/18,,,,91498,514,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,518,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,DEM,Bjorkman,11389,Tim Bjorkman,37.9
56781,1102,Emerson College Polling Society,,,Emerson College,88,Emerson College,A-,IVR/Online,South Dakota,11/1/18,11/4/18,,,,91498,514,lv,,lv,,11/5/18 10:03,,https://www.emerson.edu/news-events/emerson-college-today/final-emerson-battleground-polls-finds-democratic-momentum-florida-nevada-south-dakota-arizona-republicans-poised-take-missouri-0,538,FALSE,,518,2018,U.S. House,1,District 1,11/6/18,general,FALSE,FALSE,REP,Johnson,11388,Dusty Johnson,54
56692,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Michigan,10/31/18,11/4/18,,,,91307,447,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,538|NytSiena,FALSE,,372,2018,U.S. House,8,District 8,11/6/18,general,FALSE,FALSE,DEM,Slotkin,11402,Elissa Slotkin,49.05
56692,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Michigan,10/31/18,11/4/18,,,,91307,447,lv,,lv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,538|NytSiena,FALSE,,372,2018,U.S. House,8,District 8,11/6/18,general,FALSE,FALSE,REP,Bishop,11401,Mike Bishop,42.42
56692,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Michigan,10/31/18,11/4/18,,,,91308,447,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,NytSiena,FALSE,,372,2018,U.S. House,8,District 8,11/6/18,general,FALSE,FALSE,DEM,Slotkin,11402,Elissa Slotkin,43.22
56692,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Michigan,10/31/18,11/4/18,,,,91308,447,rv,,rv,,11/2/18 22:36,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-mi08-3.html,NytSiena,FALSE,,372,2018,U.S. House,8,District 8,11/6/18,general,FALSE,FALSE,REP,Bishop,11401,Mike Bishop,37.76
56707,1424,Siena College/NYT Upshot,134,New York Times,Siena College/The New York Times Upshot,448,Siena College/The New York Times Upshot,A+,Live Phone,Illinois,10/31/18,11/4/18,,,,91343,428,lv,,lv,,11/3/18 15:00,,https://www.nytimes.com/interactive/2018/upshot/elections-poll-il14-3.html,538|NytSiena,FALSE,,316,2018,U.S. House,14,District 14,11/6/18,general,FALSE,FALSE,DEM,Underwood,11171,Lauren Underwood,48.64
